transaction_id,date,timestamp,store_location,category,unit_price,quantity,total_amount,customer_id,customer_segment,payment_method,discount_percentage,sales_representative,day_of_week,month,quarter,is_weekend,has_injected_anomaly
TXN_39ed04df,2024-11-04,2024-11-04 18:40:17,Store_E,Food,3.65,1,3.65,CUST_0176,Premium,Credit Card,0.0,Rep_3,Monday,November,Q4,False,False
TXN_2365e8e6,2025-03-03,2025-03-03 18:40:17,Store_C,Books,53.65,1,53.65,CUST_0048,Premium,Debit Card,0.0,Rep_1,Monday,March,Q1,False,False
TXN_b9486381,2024-06-19,2024-06-19 18:40:17,Store_B,Food,9.54,4,38.16,CUST_0135,Budget,Credit Card,0.0,Rep_4,Wednesday,June,Q2,False,False
TXN_e121214e,2025-04-01,2025-04-01 18:40:17,Store_A,Electronics,271.27,2,15384.335228718373,CUST_0077,Premium,Debit Card,0.0,Rep_5,Tuesday,April,Q2,False,True
TXN_8f67d3fa,2025-03-27,2025-03-27 18:40:17,Store_D,Clothing,137.1,3,411.3,CUST_0022,Premium,Credit Card,0.0,Rep_1,Thursday,March,Q1,False,False
TXN_7baba5ce,2024-12-18,2024-12-18 18:40:17,Store_B,Clothing,41.23,3,123.69,CUST_0053,Budget,Credit Card,0.0,Rep_4,Wednesday,December,Q4,False,False
TXN_221ff617,2025-05-01,2025-05-01 18:40:17,Store_B,Clothing,149.3,4,597.2,CUST_0091,Premium,Cash,19.7,Rep_3,Thursday,May,Q2,False,False
TXN_3a5a41a9,2025-01-14,2025-01-14 18:40:17,Store_C,Clothing,44.9,2,89.8,CUST_0056,Premium,Credit Card,14.4,Rep_2,Tuesday,January,Q1,False,False
TXN_d3e8af43,2025-02-08,2025-02-08 18:40:17,Store_C,Food,5.97,1,5.97,CUST_0115,Premium,Credit Card,0.0,Rep_3,Saturday,February,Q1,True,False
TXN_11ce19a3,2024-11-07,2024-11-07 18:40:17,Store_C,Electronics,439.83,2,0.38880665293736816,CUST_0329,Regular,Debit Card,0.0,Rep_5,Thursday,November,Q4,False,True
TXN_04f4088f,2024-12-04,2024-12-04 18:40:17,Store_A,Electronics,1650.89,1,1650.89,CUST_0092,Regular,Debit Card,0.0,Rep_1,Wednesday,December,Q4,False,False
TXN_25270e89,2024-08-12,2024-08-12 18:40:17,Store_D,Home,328.32,3,984.96,CUST_0161,Regular,Debit Card,0.0,Rep_1,Monday,August,Q3,False,False
TXN_f2020d88,2025-01-01,2025-01-01 18:40:17,Store_B,Home,190.18,1,190.18,CUST_0023,Regular,Cash,23.5,Rep_5,Wednesday,January,Q1,False,False
TXN_02dd0eba,2025-06-04,2025-06-04 18:40:17,Store_C,Clothing,195.01,4,780.04,CUST_0036,Regular,Mobile Pay,0.0,Rep_5,Wednesday,June,Q2,False,False
TXN_580fcd2f,2024-11-25,2024-11-25 18:40:17,Store_C,Electronics,1408.2,1,1408.2,CUST_0159,Budget,Debit Card,0.0,Rep_3,Monday,November,Q4,False,False
TXN_9dbba04d,2025-03-28,2025-03-28 18:40:17,Store_B,Clothing,148.65,1,148.65,CUST_0195,Regular,Debit Card,0.0,Rep_5,Friday,March,Q1,False,False
TXN_8c9f67e1,2025-04-05,2025-04-05 18:40:17,Store_D,Food,32.63,5,163.15,CUST_0001,Budget,Credit Card,0.0,Rep_5,Saturday,April,Q2,True,False
TXN_decf5426,2025-04-24,2025-04-24 18:40:17,Store_D,Food,46.49,7,325.43,CUST_0227,Regular,Debit Card,0.0,Rep_2,Thursday,April,Q2,False,False
TXN_5ebe95e0,2025-05-21,2025-05-21 18:40:17,Store_C,Electronics,380.51,3,1141.53,CUST_0325,Budget,Debit Card,24.0,Rep_2,Wednesday,May,Q2,False,False
TXN_70fde88a,2025-05-28,2025-05-28 18:40:17,Store_B,Food,5.76,5,28.8,CUST_0076,Premium,Credit Card,0.0,Rep_4,Wednesday,May,Q2,False,False
TXN_57001012,2025-04-26,2025-04-26 18:40:17,Store_D,Electronics,1409.18,1,1409.18,CUST_0323,Regular,Debit Card,0.0,Rep_4,Saturday,April,Q2,True,False
TXN_c6325ff4,2025-02-26,2025-02-26 18:40:17,Store_B,Books,32.89,5,164.45,CUST_0003,Premium,Cash,0.0,Rep_1,Wednesday,February,Q1,False,False
TXN_16639c39,2025-01-21,2025-01-21 18:40:17,Store_B,Clothing,162.68,4,650.72,CUST_0266,Budget,Debit Card,0.0,Rep_1,Tuesday,January,Q1,False,False
TXN_8964de44,2025-02-06,2025-02-06 18:40:17,Store_D,Clothing,84.48,1,84.48,CUST_0272,Budget,Mobile Pay,0.0,Rep_4,Thursday,February,Q1,False,False
TXN_f1e43cd9,2025-04-27,2025-04-27 18:40:17,Store_D,Home,293.36,1,293.36,CUST_0229,Budget,Cash,0.0,Rep_4,Sunday,April,Q2,True,False
TXN_db5a537a,2025-02-03,2025-02-03 18:40:17,Store_B,Food,23.81,3,71.43,CUST_0142,Budget,Cash,0.0,Rep_2,Monday,February,Q1,False,False
TXN_1d9a8b45,2024-11-05,2024-11-05 18:40:17,Store_A,Books,10.81,1,10.81,CUST_0147,Budget,Credit Card,0.0,Rep_5,Tuesday,November,Q4,False,False
TXN_877d7bb4,2024-07-29,2024-07-29 18:40:17,Store_B,Clothing,111.62,2,223.24,CUST_0197,Premium,Debit Card,0.0,Rep_1,Monday,July,Q3,False,False
TXN_11c97ed3,2025-01-16,2025-01-16 18:40:17,Store_C,Books,13.11,1,13.11,CUST_0239,Budget,Debit Card,0.0,Rep_4,Thursday,January,Q1,False,False
TXN_b434cb17,2025-01-03,2025-01-03 18:40:17,Store_A,Home,270.36,3,811.08,CUST_0195,Budget,Debit Card,0.0,Rep_3,Friday,January,Q1,False,False
TXN_a4efd130,2025-01-03,2025-01-03 18:40:17,Store_E,Books,54.05,2,108.1,CUST_0280,Budget,Cash,0.0,Rep_4,Friday,January,Q1,False,False
TXN_3d8de0f7,2024-10-08,2024-10-08 18:40:17,Store_D,Food,22.51,1,22.51,CUST_0015,Regular,Credit Card,0.0,Rep_4,Tuesday,October,Q4,False,False
TXN_7f70c30f,2024-09-10,2024-09-10 18:40:17,Store_B,Books,96.45,3,289.35,CUST_0274,Budget,Credit Card,0.0,Rep_5,Tuesday,September,Q3,False,False
TXN_5c490239,2025-05-23,2025-05-23 18:40:17,Store_A,Electronics,355.05,1,355.05,CUST_0220,Budget,Credit Card,0.0,Rep_1,Friday,May,Q2,False,False
TXN_0bb34a9b,2024-10-29,2024-10-29 18:40:17,Store_C,Books,57.18,2,114.36,CUST_0233,Premium,Credit Card,0.0,Rep_4,Tuesday,October,Q4,False,False
TXN_440c38fb,2024-11-07,2024-11-07 18:40:17,Store_C,Books,119.41,2,238.82,CUST_0241,Premium,Credit Card,0.0,Rep_3,Thursday,November,Q4,False,False
TXN_6460ae76,2024-10-10,2024-10-10 18:40:17,Store_A,Electronics,533.08,1,533.08,CUST_0127,Premium,Credit Card,8.0,Rep_2,Thursday,October,Q4,False,False
TXN_b4b53825,2025-02-15,2025-02-15 18:40:17,Store_E,Electronics,78.07,1,78.07,CUST_0239,Premium,Debit Card,0.0,Rep_2,Saturday,February,Q1,True,False
TXN_205472a2,2025-04-24,2025-04-24 18:40:17,Store_A,Home,32.54,1,32.54,CUST_0160,Premium,Credit Card,11.2,Rep_4,Thursday,April,Q2,False,False
TXN_76933010,2025-01-07,2025-01-07 18:40:17,Store_A,Clothing,173.26,246,42621.96,CUST_0322,Budget,Credit Card,0.0,Rep_3,Tuesday,January,Q1,False,True
TXN_c4dd6ab6,2025-06-03,2025-06-03 18:40:17,Store_A,Home,250.89,1,250.89,CUST_0022,Budget,Credit Card,0.0,Rep_3,Tuesday,June,Q2,False,False
TXN_faeb8430,2024-07-23,2024-07-23 18:40:17,Store_C,Home,222.59,1,222.59,CUST_0216,Premium,Cash,24.2,Rep_4,Tuesday,July,Q3,False,False
TXN_80f68898,2025-06-15,2025-06-15 18:40:17,Store_D,Clothing,132.49,1,132.49,CUST_0268,Premium,Mobile Pay,0.0,Rep_5,Sunday,June,Q2,True,False
TXN_ab6c6c70,2025-02-20,2025-02-20 18:40:17,Store_D,Books,40.59,4,162.36,CUST_0304,Budget,Credit Card,0.0,Rep_1,Thursday,February,Q1,False,False
TXN_cddb0328,2024-11-07,2024-11-07 18:40:17,Store_B,Books,14.38,1,14.38,CUST_0292,Regular,Debit Card,0.0,Rep_1,Thursday,November,Q4,False,False
TXN_168602f7,2025-02-26,2025-02-26 18:40:17,Store_B,Food,29.7,7,207.9,CUST_0109,Regular,Credit Card,0.0,Rep_3,Wednesday,February,Q1,False,False
TXN_19f69411,2025-04-19,2025-04-19 18:40:17,Store_E,Food,48.1,2,96.2,CUST_0265,Premium,Mobile Pay,19.4,Rep_4,Saturday,April,Q2,True,False
TXN_0693dec4,2025-03-29,2025-03-29 18:40:17,Store_D,Clothing,33.64,1,33.64,CUST_0252,Budget,Debit Card,10.9,Rep_4,Saturday,March,Q1,True,False
TXN_fc419f89,2025-06-07,2025-06-07 18:40:17,Store_C,Clothing,32.47,1,32.47,CUST_0298,Budget,Credit Card,0.0,Rep_3,Saturday,June,Q2,True,False
TXN_fb3f66c0,2025-01-21,2025-01-21 18:40:17,Store_C,Home,166.3,1,166.3,CUST_0233,Regular,Credit Card,0.0,Rep_1,Tuesday,January,Q1,False,False
TXN_f17461a3,2024-09-24,2024-09-24 18:40:17,Store_A,Food,40.91,2,81.82,CUST_0275,Budget,Mobile Pay,0.0,Rep_2,Tuesday,September,Q3,False,False
TXN_dd574b3d,2024-10-06,2024-10-06 18:40:17,Store_C,Books,64.75,3,194.25,CUST_0302,Budget,Mobile Pay,0.0,Rep_3,Sunday,October,Q4,True,False
TXN_50ca94ae,2024-08-08,2024-08-08 18:40:17,Store_C,Clothing,47.83,4,40064.38986061481,CUST_0185,Premium,Credit Card,15.7,Rep_3,Thursday,August,Q3,False,True
TXN_c953d9af,2024-07-11,2024-07-11 18:40:17,Store_E,Electronics,1564.01,2,3128.02,CUST_0065,Regular,Debit Card,0.0,Rep_1,Thursday,July,Q3,False,False
TXN_b6f1dd34,2024-06-24,2024-06-24 18:40:17,Store_C,Home,220.21,2,440.42,CUST_0246,Regular,Debit Card,0.0,Rep_1,Monday,June,Q2,False,False
TXN_08688023,2024-10-25,2024-10-25 18:40:17,Store_A,Books,90.74,2,181.48,CUST_0206,Premium,Debit Card,0.0,Rep_1,Friday,October,Q4,False,False
TXN_bfdf4854,2024-09-03,2024-09-03 18:40:17,Store_E,Clothing,180.67,1,180.67,CUST_0044,Regular,Mobile Pay,20.3,Rep_5,Tuesday,September,Q3,False,False
TXN_0cd1fe1c,2025-04-19,2025-04-19 18:40:17,Store_B,Home,453.64,1,453.64,CUST_0195,Budget,Debit Card,0.0,Rep_5,Saturday,April,Q2,True,False
TXN_15c6796b,2025-01-23,2025-01-23 18:40:17,Store_E,Food,16.65,6,99.9,CUST_0031,Budget,Debit Card,0.0,Rep_2,Thursday,January,Q1,False,False
TXN_4b9b4fbc,2025-05-04,2025-05-04 18:40:17,Store_C,Clothing,139.42,3,418.26,CUST_0042,Budget,Credit Card,0.0,Rep_1,Sunday,May,Q2,True,False
TXN_6a5de03d,2024-09-06,2024-09-06 18:40:17,Store_D,Electronics,1014.12,1,1014.12,CUST_0305,Regular,Debit Card,10.8,Rep_3,Friday,September,Q3,False,False
TXN_359ce4ef,2025-06-12,2025-06-12 18:40:17,Store_A,Books,57.21,2,114.42,CUST_0120,Budget,Mobile Pay,0.0,Rep_5,Thursday,June,Q2,False,False
TXN_20d1bbb9,2025-05-22,2025-05-22 18:40:17,Store_D,Clothing,36.66,1,36.66,CUST_0279,Premium,Credit Card,10.3,Rep_2,Thursday,May,Q2,False,False
TXN_7c9f4839,2024-07-24,2024-07-24 18:40:17,Store_B,Electronics,1255.53,1,1255.53,CUST_0305,Regular,Cash,0.0,Rep_3,Wednesday,July,Q3,False,False
TXN_37abfab8,2025-01-28,2025-01-28 18:40:17,Store_D,Electronics,214.01,1,214.01,CUST_0156,Budget,Debit Card,0.0,Rep_5,Tuesday,January,Q1,False,False
TXN_a296d303,2025-03-21,2025-03-21 18:40:17,Store_D,Books,83.08,1,83.08,CUST_0307,Premium,Credit Card,0.0,Rep_3,Friday,March,Q1,False,False
TXN_cf6f15c4,2025-04-23,2025-04-23 18:40:17,Store_A,Food,5.16,7,36.12,CUST_0118,Premium,Mobile Pay,0.0,Rep_5,Wednesday,April,Q2,False,False
TXN_5803ed8b,2025-04-14,2025-04-14 18:40:17,Store_C,Electronics,212.83,2,425.66,CUST_0021,Budget,Cash,0.0,Rep_5,Monday,April,Q2,False,False
TXN_f32b26c6,2025-05-17,2025-05-17 18:40:17,Store_C,Books,91.1,1,91.1,CUST_0300,Premium,Debit Card,0.0,Rep_1,Saturday,May,Q2,True,False
TXN_287d9d9f,2025-02-13,2025-02-13 18:40:17,Store_D,Food,25.14,1,25.14,CUST_0165,Regular,Debit Card,0.0,Rep_3,Thursday,February,Q1,False,False
TXN_5fae28a1,2025-01-14,2025-01-14 18:40:17,Store_C,Books,49.52,1,49.52,CUST_0206,Budget,Cash,0.0,Rep_4,Tuesday,January,Q1,False,False
TXN_45e5d585,2024-08-02,2024-08-02 18:40:17,Store_C,Food,6.82,5,34.1,CUST_0060,Regular,Mobile Pay,0.0,Rep_5,Friday,August,Q3,False,False
TXN_a8fc1b5c,2024-06-18,2024-06-18 18:40:17,Store_D,Home,150.0,1,150.0,CUST_0028,Regular,Credit Card,0.0,Rep_4,Tuesday,June,Q2,False,False
TXN_606b70c2,2025-05-04,2025-05-04 18:40:17,Store_A,Books,96.51,1,96.51,CUST_0137,Premium,Debit Card,0.0,Rep_4,Sunday,May,Q2,True,False
TXN_301818ec,2025-06-10,2025-06-10 18:40:17,Store_A,Books,97.14,1,97.14,CUST_0323,Premium,Debit Card,0.0,Rep_2,Tuesday,June,Q2,False,False
TXN_63b91de3,2024-11-24,2024-11-24 18:40:17,Store_A,Home,538.47,1,538.47,CUST_0209,Budget,Credit Card,0.0,Rep_1,Sunday,November,Q4,True,False
TXN_73c90a65,2025-02-09,2025-02-09 18:40:17,Store_B,Electronics,1130.02,3,3390.06,CUST_0150,Regular,Debit Card,0.0,Rep_4,Sunday,February,Q1,True,False
TXN_f1760ab2,2025-02-14,2025-02-14 18:40:17,Store_D,Clothing,99.09,3,297.27,CUST_0075,Budget,Credit Card,0.0,Rep_5,Friday,February,Q1,False,False
TXN_ec2da42f,2024-08-26,2024-08-26 18:40:17,Store_C,Electronics,597.88,3,1793.64,CUST_0175,Regular,Mobile Pay,0.0,Rep_1,Monday,August,Q3,False,False
TXN_96cb7167,2024-11-09,2024-11-09 18:40:17,Store_E,Food,16.6,3,49.8,CUST_0251,Budget,Cash,0.0,Rep_4,Saturday,November,Q4,True,False
TXN_85e22813,2024-12-11,2024-12-11 18:40:17,Store_E,Food,63.23,5,316.15,CUST_0194,Budget,Debit Card,0.0,Rep_2,Wednesday,December,Q4,False,False
TXN_9084a073,2025-06-10,2025-06-10 18:40:17,Store_E,Clothing,183.52,6,1101.12,CUST_0120,Regular,Cash,0.0,Rep_3,Tuesday,June,Q2,False,False
TXN_116486d4,2025-02-15,2025-02-15 18:40:17,Store_D,Books,9.3,1,9.3,CUST_0078,Budget,Debit Card,15.0,Rep_5,Saturday,February,Q1,True,False
TXN_97b91f33,2024-12-04,2024-12-04 18:40:17,Store_D,Electronics,989.63,1,989.63,CUST_0270,Premium,Mobile Pay,7.9,Rep_2,Wednesday,December,Q4,False,False
TXN_0b02e736,2024-07-26,2024-07-26 18:40:17,Store_C,Books,61.44,4,245.76,CUST_0320,Regular,Debit Card,0.0,Rep_3,Friday,July,Q3,False,False
TXN_2ad0b0d7,2025-05-29,2025-05-29 18:40:17,Store_D,Home,213.26,1,213.26,CUST_0321,Regular,Cash,0.0,Rep_5,Thursday,May,Q2,False,False
TXN_364603d5,2024-07-06,2024-07-06 18:40:17,Store_A,Home,433.71,7,3035.97,CUST_0324,Premium,Debit Card,0.0,Rep_2,Saturday,July,Q3,True,False
TXN_8e770f59,2024-08-03,2024-08-03 18:40:17,Store_A,Books,47.8,1,47.8,CUST_0052,Budget,Debit Card,0.0,Rep_1,Saturday,August,Q3,True,False
TXN_4fd6ec73,2024-07-11,2024-07-11 18:40:17,Store_A,Food,47.75,4,191.0,CUST_0184,Regular,Credit Card,15.6,Rep_5,Thursday,July,Q3,False,False
TXN_41251af6,2025-06-02,2025-06-02 18:40:17,Store_B,Clothing,36.01,4,144.04,CUST_0041,Premium,Debit Card,0.0,Rep_2,Monday,June,Q2,False,False
TXN_a23d688e,2025-02-27,2025-02-27 18:40:17,Store_B,Home,280.43,2,560.86,CUST_0237,Premium,Debit Card,0.0,Rep_1,Thursday,February,Q1,False,False
TXN_23b7ed10,2025-02-11,2025-02-11 18:40:17,Store_E,Food,7.57,1,7.57,CUST_0038,Premium,Debit Card,0.0,Rep_5,Tuesday,February,Q1,False,False
TXN_2fa32ee3,2024-11-18,2024-11-18 18:40:17,Store_C,Books,93.93,1,93.93,CUST_0155,Regular,Credit Card,0.0,Rep_4,Monday,November,Q4,False,False
TXN_ac14a054,2024-08-11,2024-08-11 18:40:17,Store_D,Clothing,40.23,1,40.23,CUST_0184,Budget,Debit Card,0.0,Rep_3,Sunday,August,Q3,True,False
TXN_1bd29e47,2024-06-29,2024-06-29 18:40:17,Store_C,Books,38.31,2,76.62,CUST_0290,Premium,Cash,0.0,Rep_1,Saturday,June,Q2,True,False
TXN_2b703de7,2025-04-24,2025-04-24 18:40:17,Store_C,Books,90.9,2,181.8,CUST_0311,Premium,Cash,0.0,Rep_2,Thursday,April,Q2,False,False
TXN_e5c25a56,2025-05-01,2025-05-01 18:40:17,Store_B,Food,20.43,6,122.58,CUST_0050,Budget,Mobile Pay,0.0,Rep_3,Thursday,May,Q2,False,False
TXN_b87f87d3,2025-01-29,2025-01-29 18:40:17,Store_E,Electronics,945.31,2,1890.62,CUST_0068,Regular,Credit Card,0.0,Rep_4,Wednesday,January,Q1,False,False
TXN_c055da16,2024-09-15,2024-09-15 18:40:17,Store_B,Clothing,132.18,1,132.18,CUST_0188,Budget,Debit Card,0.0,Rep_2,Sunday,September,Q3,True,False
TXN_8a111b1f,2024-10-27,2024-10-27 18:40:17,Store_C,Books,17.24,1,17.24,CUST_0174,Budget,Cash,0.0,Rep_1,Sunday,October,Q4,True,False
TXN_256d0a7f,2024-08-29,2024-08-29 18:40:17,Store_D,Clothing,43.1,1,43.1,CUST_0188,Budget,Credit Card,0.0,Rep_3,Thursday,August,Q3,False,False
TXN_57966f64,2025-03-19,2025-03-19 18:40:17,Store_D,Electronics,1.9723300121703038,2,3.94,CUST_0135,Regular,Debit Card,0.0,Rep_3,Wednesday,March,Q1,False,True
TXN_397fcee0,2024-08-12,2024-08-12 18:40:17,Store_D,Clothing,138.5,1,138.5,CUST_0318,Premium,Cash,0.0,Rep_5,Monday,August,Q3,False,False
TXN_2c88f6f9,2024-10-09,2024-10-09 18:40:17,Store_D,Electronics,129.69,1,129.69,CUST_0155,Budget,Debit Card,5.9,Rep_1,Wednesday,October,Q4,False,False
TXN_2a60f349,2024-11-20,2024-11-20 18:40:17,Store_A,Books,35.73,1,35.73,CUST_0121,Premium,Cash,14.1,Rep_5,Wednesday,November,Q4,False,False
TXN_14f4531b,2025-01-18,2025-01-18 18:40:17,Store_B,Home,69.11,1,69.11,CUST_0051,Regular,Cash,0.0,Rep_3,Saturday,January,Q1,True,False
TXN_d29c683f,2024-07-04,2024-07-04 18:40:17,Store_B,Food,18.85,2,37.7,CUST_0228,Regular,Mobile Pay,0.0,Rep_1,Thursday,July,Q3,False,False
